Short_Description_ru,Short_Description,Water_In_Grams,Energy_In_Kilogram_Calorie,Protein_In_Grams,Lipid_Tot_In_Grams,Ash_In_Grams,Carbohydrate_In_Grams,Fiber_TD_In_Grams,Sugar_Tot_In_Grams,Calcium_In_Miligrams,Iron_In_Miligrams,Magnesium_In_Miligrams,Phosphorus_In_Miligrams,Potassium_In_Miligrams,Sodium_In_Miligrams,Zinc_In_Miligrams,Copper_In_Miligrams,Manganese_In_Miligrams,Selenium_In_Micrograms,Vit_C_In_Miligrams,Thiamin_In_Miligrams,Riboflavin_In_Miligrams,Niacin_In_Miligrams,Panto_Acid_In_Miligrams,Vit_B6_In_Miligrams,Folate_Tot_In_Micrograms,Folic_Acid_In_Micrograms,Food_Folate_In_Micrograms,Folate_DFE_In_Micrograms,Choline_Tot_In_Miligrams,Vit_B12_In_Micrograms,Vit_A_In_International_Unit,Vit_A_In_Retinol_Activity_Equivalents,Retinol_In_Micrograms,Alpha_Carot_In_Micrograms,Beta_Carot_In_Micrograms,Beta_Crypt_In_Micrograms,Lycopene_In_Micrograms,Lut_And_Zea_In_Micrograms,Vit_E_In_Miligrams,Vit_D_In_Micrograms,Vit_D_In_International_Unit,Vit_K_In_Micrograms,FA_Sat_In_Grams,FA_Mono_In_Grams,FA_Poly_In_Grams,Cholesterol_In_Miligrams,Gram_Weight_1,Gram_Weight_Descritpion_1,Gram_Weight_2,Gram_Weight_Description_2,Refuse_Percent,Desk3,cluster
"хлеб, ирландская сода, приготовление по рецепту","bread,irish soda,prep from recipe",30.1,290,6.6,5.0,1.9,56.0,2.6,0.0,81.0,2.69,23.0,114.0,266.0,398.0,0.57,0.13,0.355,16.0,0.8,0.298,0.269,2.405,0.25,0.083,47.0,37.0,10.0,73.0,0.0,0.05,194.0,48.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.111,1.999,1.4780000000000002,18.0,28.35,1 oz,0.0,0,0.0,хлеб ирландский,cluster 26
"хлеб, итальянский","bread,italian",35.7,271,8.8,3.5,1.9,50.1,3.2,3.17,78.0,2.94,27.0,103.0,110.0,550.0,0.86,0.191,0.464,27.2,0.0,0.473,0.292,4.381,0.378,0.048,191.0,161.0,30.0,304.0,14.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.29,0.0,0.0,1.2,0.0,0.812,1.39,0.0,28.35,1 oz,30.0,"1 slice,  large (401/2"" x 301/4"" x 3/4"")",0.0,хлеб итальянский,cluster 26
"хлеб, red-cal, овсяные отруби, tstd","bread,red-cal,oat bran,tstd",35.7,239,9.5,3.8,1.8,49.2,14.3,4.2,68.0,3.75,55.0,144.0,122.0,547.0,1.19,0.147,1.006,24.5,0.0,0.338,0.217,4.032,0.166,0.087,82.0,48.0,34.0,115.0,16.1,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,48.0,0.33,0.0,0.0,2.0,0.53,0.8140000000000001,1.988,0.0,28.35,1 oz,19.0,1 slice,0.0,хлеб красный,cluster 26
"хлеб, красный-cal, овсяные отруби","bread,red-cal,oat bran",46.0,201,8.0,3.2,1.5,41.3,12.0,3.52,57.0,3.15,55.0,139.0,102.0,459.0,1.05,0.29100000000000004,1.101,20.6,0.0,0.354,0.203,3.763,0.4920000000000001,0.103,81.0,47.0,34.0,114.0,14.6,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,0.28,0.0,0.0,1.7,0.445,0.684,1.67,0.0,28.35,1 oz,23.0,1 slice,0.0,хлеб красный,cluster 26
"хлеб, красный, белый","bread,red-cal,white",42.9,207,8.7,2.5,1.7,44.3,9.7,4.76,94.0,3.19,23.0,121.0,76.0,479.0,1.34,0.33,0.391,21.7,0.5,0.41,0.289,3.641,0.462,0.042,95.0,61.0,34.0,138.0,14.6,0.28,3.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,0.19,0.0,0.0,0.6,0.5489999999999999,1.077,0.5589999999999999,0.0,28.35,1 oz,23.0,1 slice,0.0,хлеб красный,cluster 26
"хлеб, красный, пшеничный","bread,red-cal,wheat",39.6,217,13.32,2.92,1.68,42.47,11.1,3.71,163.0,2.91,43.0,149.0,150.0,332.0,1.35,0.171,1.21,30.4,0.1,0.35,0.14,3.78,0.0,0.06,91.0,63.0,28.0,135.0,18.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0,0.24,0.0,0.0,0.2,0.84,0.523,1.196,0.0,28.35,1 oz,21.0,1 slice,0.0,хлеб красный,cluster 26
"хлеб, красный, овсяный","bread,red-cal,oatmeal",44.0,210,7.6,3.5,1.6,43.3,0.0,0.0,115.0,2.3,24.0,100.0,124.0,388.0,0.83,0.099,0.539,23.0,0.2,0.348,0.28,3.03,0.431,0.045,55.0,21.0,34.0,70.0,0.0,0.1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.599,0.8220000000000001,1.351,0.0,28.35,1 oz,23.0,1 slice,0.0,хлеб красный,cluster 26
"хлеб,овсяные отруби,тосты","bread,oat bran,toasted",38.5,259,11.4,4.8,1.6,43.7,4.9,8.46,71.0,3.43,34.0,116.0,123.0,387.0,1.05,0.128,0.76,33.0,0.0,0.443,0.343,4.7780000000000005,0.114,0.04,69.0,50.0,19.0,104.0,16.1,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,48.0,0.48,0.0,0.0,1.3,0.7659999999999999,1.7480000000000002,1.861,0.0,28.35,1 oz,27.0,1 slice,0.0,хлеб овсяный,cluster 26
"хлеб, овсяный","bread,oatmeal",36.7,269,8.4,4.4,2.0,48.5,4.0,8.14,66.0,2.7,37.0,126.0,142.0,447.0,1.02,0.209,0.94,24.6,0.0,0.399,0.24,3.136,0.341,0.068,62.0,35.0,27.0,87.0,18.7,0.03,16.0,5.0,5.0,0.0,0.0,0.0,0.0,72.0,0.48,0.0,0.0,1.5,0.703,1.578,1.702,0.0,28.35,1 oz,27.0,1 slice,0.0,хлеб овсяный,cluster 26
"хлеб,овсяный,тост","bread,oatmeal,toasted",31.2,292,9.2,4.8,2.1,52.7,4.3,8.84,72.0,2.94,41.0,137.0,154.0,486.0,1.11,0.227,1.022,26.7,0.3,0.34700000000000003,0.235,3.068,0.241,0.067,53.0,32.0,21.0,75.0,15.9,0.02,15.0,5.0,5.0,0.0,0.0,0.0,0.0,75.0,0.53,0.0,0.0,1.7,0.764,1.715,1.85,0.0,28.35,1 oz,25.0,1 slice,0.0,хлеб овсяный,cluster 26
"хлеб,овсяные отруби","bread,oat bran",44.0,236,10.4,4.4,1.5,39.8,4.5,7.7,65.0,3.12,35.0,141.0,147.0,353.0,0.89,0.135,0.779,30.0,0.0,0.504,0.34600000000000003,4.831,0.581,0.073,81.0,56.0,25.0,120.0,18.7,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,46.0,0.44,0.0,0.0,1.2,0.6970000000000001,1.59,1.694,0.0,28.35,1 oz,30.0,1 slice,0.0,хлеб овсяный,cluster 26
"хлеб, белая пшеница","bread,white wheat",39.6,238,10.66,2.15,3.69,43.91,9.2,5.0,684.0,4.89,26.0,103.0,127.0,478.0,0.95,0.149,0.634,16.1,0.0,0.51,0.255,4.455,0.455,0.08,127.0,49.0,78.0,162.0,8.1,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,25.0,0.38,0.0,0.0,7.7,0.63,0.393,0.973,0.0,28.0,1 slice,0.0,0,0.0,хлеб пшеничный,cluster 26
"хлеб, пшеница","bread,wheat",35.25,274,10.67,4.53,2.01,47.54,4.0,5.73,125.0,3.6,41.0,129.0,141.0,473.0,1.04,0.14800000000000002,1.026,28.8,0.2,0.411,0.252,5.59,0.82,0.111,85.0,20.0,65.0,99.0,18.7,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,0.19,0.0,0.0,4.9,0.6970000000000001,0.612,1.615,0.0,29.0,1 slice,0.0,0,0.0,хлеб пшеничный,cluster 26
"хлеб, пшеница, tstd","bread, wheat, tstd",24.23,313,12.96,4.27,2.77,55.77,4.7,6.42,165.0,4.09,59.0,188.0,223.0,601.0,1.47,0.198,1.3769999999999998,33.4,0.2,0.439,0.382,6.25,0.456,0.153,86.0,20.0,65.0,100.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.24,0.0,0.0,5.7,0.989,1.019,1.72,0.0,28.35,1 oz,24.0,1 slice,0.0,хлеб пшеничный,cluster 26
"хлеб, зародыши пшеницы, поджаренный","bread,wheat germ,toasted",29.3,293,10.7,3.3,2.4,54.3,2.3,4.14,100.0,3.88,38.0,175.0,285.0,621.0,1.46,0.202,1.259,30.5,0.3,0.332,0.379,4.548,0.34,0.096,112.0,69.0,43.0,160.0,22.1,0.07,4.0,0.0,0.0,0.0,2.0,0.0,0.0,58.0,0.57,0.0,0.0,1.2,0.738,1.432,0.7509999999999999,1.0,28.35,1 oz,25.0,1 slice,0.0,хлеб пшеничный,cluster 26
"хлеб,пшеница,проросты,tstd","bread,wheat,sprouted,tstd",46.61,205,14.3,0.0,2.26,36.82,5.7,2.86,0.0,2.06,71.0,192.0,215.0,515.0,1.36,0.226,0.0,32.6,0.0,0.203,0.086,2.532,0.0,0.21,0.0,0.0,0.0,0.0,16.2,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,107.0,0.36,0.0,0.0,1.2,0.0,0.0,0.0,0.0,38.0,"1 slice,  1 serving",0.0,0,0.0,хлеб пшеничный,cluster 26
"хлеб,пшеница,проростки","bread,wheat,sprouted",50.88,188,13.16,0.0,2.08,33.88,5.3,2.63,0.0,1.89,66.0,176.0,198.0,474.0,1.25,0.208,0.0,30.0,0.0,0.233,0.079,2.33,0.0,0.193,0.0,0.0,0.0,0.0,14.9,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,104.0,0.34,0.0,0.0,1.1,0.0,0.0,0.0,0.0,38.0,"1 slice,  1 serving",0.0,0,0.0,хлеб пшеничный,cluster 26
"хлеб, пшеничные отруби","bread,wheat bran",37.8,248,8.8,3.4,2.2,47.8,4.0,9.68,74.0,3.07,81.0,185.0,227.0,486.0,1.35,0.221,1.668,31.0,0.0,0.397,0.287,4.402,0.536,0.17600000000000002,105.0,80.0,25.0,161.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.32,0.0,0.0,1.3,0.779,1.618,0.649,0.0,28.35,1 oz,36.0,1 slice,0.0,хлеб пшеничный,cluster 26
"хлеб, наан, пшеница whl, commly prep, refr","bread,naan,whl wheat,commly prep,refr",34.9,286,10.2,6.7,1.99,46.21,4.8,3.4,59.0,1.73,68.0,188.0,185.0,467.0,1.24,0.158,1.4,11.4,0.0,0.17600000000000002,0.18,3.58,0.0,0.128,16.0,0.0,16.0,16.0,10.1,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,11.0,1.32,0.0,0.0,3.3,2.907,1.946,1.258,1.0,106.0,1 piece,0.0,0,0.0,хлеб пшеничный,cluster 26
"хлеб, ржаной","bread,rye",37.3,259,8.5,3.3,2.5,48.3,5.8,3.85,73.0,2.83,40.0,125.0,166.0,603.0,1.14,0.18600000000000005,0.8240000000000001,30.9,0.4,0.434,0.335,3.805,0.44,0.075,110.0,59.0,51.0,151.0,14.6,0.0,7.0,0.0,0.0,0.0,4.0,1.0,0.0,54.0,0.33,0.0,0.0,1.2,0.626,1.311,0.799,0.0,28.35,1 oz,32.0,"1 slice,  regular",0.0,хлеб ржаной,cluster 26
"хлеб,ржаной,тост","bread,rye,toasted",31.0,284,9.4,3.6,2.7,53.1,6.4,4.23,80.0,3.1,43.0,138.0,183.0,664.0,1.25,0.204,0.905,34.0,0.2,0.382,0.332,3.763,0.314,0.07400000000000001,103.0,64.0,39.0,148.0,16.1,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,56.0,0.37,0.0,0.0,1.3,0.688,1.44,0.879,0.0,28.35,1 oz,29.0,"1 slice,  large",0.0,хлеб ржаной,cluster 26
"хлеб,сниженокалорийный,ржаной","bread,reduced-calorie,rye",46.0,203,9.1,2.9,1.6,40.5,12.0,2.29,76.0,3.1,22.0,78.0,98.0,513.0,0.66,0.133,0.453,27.9,0.4,0.3670000000000001,0.24,2.527,0.297,0.077,58.0,35.0,23.0,83.0,14.6,0.04,4.0,0.0,0.0,0.0,2.0,1.0,0.0,37.0,0.28,0.0,0.0,0.6,0.368,0.672,0.752,0.0,28.35,1 oz,23.0,1 slice,0.0,хлеб ржаной,cluster 26
"хлеб, рисовые отруби","bread,rice bran",41.0,243,8.9,4.6,2.0,43.5,4.9,4.67,69.0,3.61,80.0,178.0,215.0,269.0,1.31,0.184,1.585,28.7,0.0,0.653,0.3,6.81,0.7759999999999999,0.268,86.0,56.0,30.0,125.0,18.7,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.65,0.0,0.0,1.0,0.7090000000000001,1.654,1.76,0.0,28.35,1 oz,27.0,1 slice,0.0,хлеб рисовый,cluster 26
"хлеб,рисовые отруби,тосты","bread,rice bran,toasted",35.9,264,9.7,5.0,2.2,47.3,5.3,5.08,75.0,3.92,76.0,174.0,212.0,292.0,1.38,0.182,1.521,31.2,0.0,0.568,0.293,6.662000000000001,0.26,0.208,79.0,56.0,23.0,118.0,15.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.71,0.0,0.0,1.1,0.7709999999999999,1.798,1.913,0.0,28.35,1 oz,25.0,1 slice,0.0,хлеб рисовый,cluster 26
"хлеб,изюм,обогатенный","bread,raisin,enriched",33.6,274,7.9,4.4,1.8,52.3,4.3,5.68,66.0,2.9,26.0,109.0,227.0,347.0,0.72,0.198,0.501,20.0,0.1,0.339,0.398,3.466,0.387,0.069,106.0,72.0,34.0,156.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.28,0.0,0.0,1.7,1.081,2.294,0.679,0.0,28.35,1 oz,32.0,"1 slice,  large",0.0,хлеб с изюмом,cluster 26
"хлеб,изюм,необогатенный","bread,raisin,unenriched",33.6,274,7.9,4.4,1.8,52.3,4.3,0.0,66.0,1.83,26.0,109.0,227.0,390.0,0.72,0.198,0.501,0.0,0.1,0.177,0.173,1.495,0.387,0.069,34.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.081,2.294,0.679,0.0,28.35,1 oz,32.0,"1 slice,  large",0.0,хлеб с изюмом,cluster 26
"хлеб,изюм,enr,tstd","bread,raisin,enr,tstd",27.8,297,8.6,4.8,1.9,56.9,4.7,6.18,72.0,3.15,28.0,118.0,246.0,377.0,0.78,0.215,0.545,21.7,0.4,0.294,0.39,3.391,0.274,0.068,98.0,72.0,26.0,148.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.31,0.0,0.0,1.9,1.175,2.494,0.738,0.0,28.35,1 oz,29.0,"1 slice,  large",0.0,хлеб с изюмом,cluster 26
"хлеб французский или венский, tstd (на закваске)","bread, french or vienna, tstd (ind sourdough)",20.61,319,13.0,2.14,2.31,61.93,3.1,3.59,47.0,3.87,31.0,126.0,140.0,720.0,1.05,0.15,0.573,29.7,0.2,0.4270000000000001,0.37,5.38,0.616,0.096,140.0,111.0,29.0,217.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.19,0.0,0.0,0.5,0.502,0.386,0.83,0.0,28.35,1 oz,29.0,"1 slice,  small",0.0,хлеб французский,cluster 26
"хлеб,цельнозерновой,приготовление по рецепту,tstd","bread,whole-wheat,prep from recipe,tstd",26.0,305,9.2,5.9,2.2,56.4,6.7,4.22,36.0,3.4,89.0,205.0,345.0,381.0,1.65,0.278,2.067,42.5,0.0,0.266,0.225,3.941,0.338,0.197,67.0,31.0,36.0,89.0,29.2,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,97.0,0.84,0.0,0.0,10.4,0.8740000000000001,1.272,3.23,0.0,28.35,1 oz,42.0,1 slice,0.0,хлеб цельнозерновой,cluster 26
"хлеб,многозерновой (включает цельнозерновой)","bread,multi-grain (includes whole-grain)",36.94,265,13.36,4.23,2.13,43.34,7.4,6.39,103.0,2.5,78.0,228.0,230.0,381.0,1.7,0.282,2.025,32.9,0.1,0.279,0.131,4.042,0.336,0.263,75.0,0.0,75.0,75.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94.0,0.37,0.0,0.0,1.4,0.872,0.76,1.872,0.0,28.35,1 oz,26.0,"1 slice,  regular",0.0,хлеб цельнозерновой,cluster 26
"хлеб,цельнозерновой,приготовление по рецепту","bread,whole-wheat,prep from recipe",32.7,278,8.4,5.4,2.0,51.4,6.0,3.84,33.0,3.1,81.0,187.0,314.0,346.0,1.5,0.253,1.881,38.6,0.0,0.303,0.227,3.985,0.473,0.199,65.0,18.0,47.0,78.0,26.5,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,89.0,0.76,0.0,0.0,9.4,0.7959999999999999,1.158,2.939,0.0,28.35,1 oz,46.0,"1 slice,  regular (4"" x 5"" x 3/4"")",0.0,хлеб цельнозерновой,cluster 26
"хлеб,цельнозерновой,комм. готовый","bread,whole-wheat,comm. prepared",39.01,252,12.45,3.5,2.32,42.71,6.0,4.34,161.0,2.47,75.0,212.0,254.0,455.0,1.77,0.227,2.174,25.7,0.0,0.394,0.16699999999999998,4.438,0.6459999999999999,0.215,42.0,0.0,42.0,42.0,27.2,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,87.0,2.66,0.0,0.0,7.8,0.722,0.62,1.592,0.0,32.0,1 slice,28.35,1 oz,0.0,хлеб цельнозерновой,cluster 26
"хлеб,многозерновой,tstd (включает цельнозерновой)","bread,multi-grain,tstd (includes whole-grain)",31.46,288,14.52,4.6,2.32,47.11,8.1,6.94,111.0,2.72,85.0,247.0,250.0,414.0,1.85,0.307,2.201,35.8,0.1,0.243,0.142,4.394,0.365,0.28600000000000003,70.0,0.0,70.0,70.0,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.4,0.0,0.0,1.5,0.948,0.826,2.035,0.0,28.35,1 oz,24.0,"1 slice,  regular",0.0,хлеб цельнозерновой,cluster 26
начинка для хлеба,bread stuffing,4.2,386,11.0,3.4,5.2,76.2,3.2,8.27,97.0,3.81,40.0,141.0,246.0,1405.0,0.93,0.238,0.594,48.0,0.0,0.596,0.404,5.766,0.398,0.152,168.0,82.0,86.0,225.0,14.6,0.02,2.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,0.38,0.0,0.0,1.1,0.845,1.493,0.713,1.0,28.35,1 oz,170.0,"1 package,  (6 oz)",0.0,хлебная смесь,cluster 26
"начинка для хлеба,хлеб,сухая смесь","bread stuffing,bread,dry mix",4.2,386,11.0,3.4,5.2,76.2,3.2,8.27,97.0,3.81,40.0,141.0,246.0,1405.0,0.93,0.238,0.594,48.0,0.0,0.596,0.404,5.766,0.398,0.152,168.0,82.0,86.0,225.0,14.6,0.02,2.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,0.38,0.0,0.0,1.1,0.845,1.493,0.713,1.0,28.35,1 oz,170.0,"1 package,  (6 oz)",0.0,хлебная смесь,cluster 26
"начинка для хлеба,хлеб,сухая смесь,подготовка","bread stuffing,bread,dry mix,prep",64.77,195,2.73,12.05,1.61,18.84,0.8,2.04,30.0,0.95,11.0,38.0,67.0,479.0,0.23,0.064,0.146,11.8,0.0,0.141,0.105,1.422,0.11,0.039,37.0,18.0,19.0,50.0,5.3,0.02,497.0,114.0,107.0,0.0,85.0,0.0,0.0,18.0,1.34,0.0,0.0,13.2,2.319,5.771,3.553,0.0,28.35,1 oz,100.0,.5 cup,0.0,хлебная смесь,cluster 26
"семена хлебного дерева, сырье","breadfruit seeds,raw",56.27,191,7.4,5.59,1.5,29.24,5.2,0.0,36.0,3.67,54.0,175.0,941.0,25.0,0.9,1.148,0.142,0.0,6.6,0.482,0.301,0.438,0.877,0.32,53.0,0.0,53.0,53.0,0.0,0.0,256.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.509,0.7120000000000001,2.977,0.0,28.35,1 oz,0.0,0,32.0,хлебное дерево,cluster 26
"семена хлебного прута, вареные","breadfruit seeds,boiled",59.3,168,5.3,2.3,1.1,32.0,4.8,0.0,61.0,0.6,50.0,124.0,875.0,23.0,0.83,1.069,0.132,0.0,6.1,0.29,0.17,5.3,0.816,0.298,49.0,0.0,49.0,49.0,0.0,0.0,238.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.621,0.293,1.225,0.0,28.35,1 oz,0.0,0,64.0,хлебное дерево,cluster 26
хлебное сырье,"breadfruit,raw",70.65,103,1.07,0.23,0.93,27.12,4.9,11.0,17.0,0.54,25.0,30.0,490.0,2.0,0.12,0.084,0.06,0.6,29.0,0.11,0.03,0.9,0.457,0.1,14.0,0.0,14.0,14.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.1,0.0,0.0,0.5,0.048,0.034,0.066,0.0,220.0,1 cup,96.0,".25 fruit,  small",22.0,хлебное дерево,cluster 26
семена хлебного дерева,breadfruit seeds,56.27,191,7.4,5.59,1.5,29.24,5.2,0.0,36.0,3.67,54.0,175.0,941.0,25.0,0.9,1.148,0.142,0.0,6.6,0.482,0.301,0.438,0.877,0.32,53.0,0.0,53.0,53.0,0.0,0.0,256.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.509,0.7120000000000001,2.977,0.0,28.35,1 oz,0.0,0,32.0,хлебное дерево,cluster 26
хлебное дерево,breadfruit,70.65,103,1.07,0.23,0.93,27.12,4.9,11.0,17.0,0.54,25.0,30.0,490.0,2.0,0.12,0.084,0.06,0.6,29.0,0.11,0.03,0.9,0.457,0.1,14.0,0.0,14.0,14.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.1,0.0,0.0,0.5,0.048,0.034,0.066,0.0,220.0,1 cup,96.0,".25 fruit,  small",22.0,хлебное дерево,cluster 26
"семена хлебного прута, жареные","breadfruit seeds,roasted",49.7,207,6.2,2.7,1.3,40.1,6.0,0.0,86.0,0.9,62.0,175.0,1082.0,28.0,1.03,1.321,0.163,0.0,7.6,0.41,0.24,7.4,1.009,0.42,59.0,0.0,59.0,59.0,0.0,0.0,294.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7290000000000001,0.344,1.4380000000000002,0.0,28.35,1 oz,0.0,0,0.0,хлебное дерево,cluster 26
хлебные палочки,bread sticks,6.1,412,12.0,9.5,3.9,68.4,3.0,1.26,22.0,4.28,32.0,121.0,124.0,713.0,0.88,0.188,0.557,37.5,0.0,0.589,0.5529999999999999,5.2810000000000015,0.54,0.073,162.0,132.0,30.0,255.0,14.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65.0,1.01,0.0,0.0,2.2,1.41,3.568,3.628,0.0,46.0,"1 cup, small pieces",5.0,"1 stick,  small (approx 401/4"" long)",0.0,хлебные палочки,cluster 26
"хлебные палочки, обычные","bread sticks,plain",6.1,412,12.0,9.5,3.9,68.4,3.0,1.26,22.0,4.28,32.0,121.0,124.0,713.0,0.88,0.188,0.557,37.5,0.0,0.589,0.5529999999999999,5.2810000000000015,0.54,0.073,162.0,132.0,30.0,255.0,14.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,65.0,1.01,0.0,0.0,2.2,1.41,3.568,3.628,0.0,46.0,"1 cup, small pieces",5.0,"1 stick,  small (approx 401/4"" long)",0.0,хлебные палочки,cluster 26
"хлопковый flr, части обезжированный (безжировой)","cottonseed flr,part defatted (glandless)",6.3,359,40.96,6.2,6.0,40.54,3.0,0.0,478.0,12.66,721.0,1597.0,1772.0,35.0,11.69,1.18,2.143,5.6,2.4,2.102,0.399,4.065,0.448,0.769,229.0,0.0,229.0,229.0,0.0,0.0,434.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.588,1.133,2.958,0.0,94.0,1 cup,5.0,1 tbsp,0.0,хлопковая мука,cluster 5
хлопковый крнлс,cottonseed krnls,4.65,506,32.59,36.29,4.58,21.9,5.5,0.0,100.0,5.4,440.0,800.0,1350.0,25.0,6.0,1.2,2.181,0.0,9.0,0.75,0.255,3.0,0.456,0.782,233.0,0.0,233.0,233.0,0.0,0.0,442.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.699,6.919,18.068,0.0,149.0,1 cup,10.0,1 tbsp,0.0,хлопковая мука,cluster 5
"хлопок krnls,rstd (без головки)","cottonseed krnls,rstd (glandless)",4.65,506,32.59,36.29,4.58,21.9,5.5,0.0,100.0,5.4,440.0,800.0,1350.0,25.0,6.0,1.2,2.181,0.0,9.0,0.75,0.255,3.0,0.456,0.782,233.0,0.0,233.0,233.0,0.0,0.0,442.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.699,6.919,18.068,0.0,149.0,1 cup,10.0,1 tbsp,0.0,хлопковая мука,cluster 5
хлопковая мука,cottonseed meal,1.2,367,49.1,4.77,6.5,38.43,0.0,0.0,504.0,13.35,760.0,1684.0,1869.0,37.0,12.32,0.001,2.26,0.0,2.5,2.217,0.42,4.2860000000000005,0.472,0.8109999999999999,242.0,0.0,242.0,242.0,0.0,0.0,458.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.207,0.861,2.248,0.0,28.35,1 oz,0.0,0,0.0,хлопковая мука,cluster 5
"хлопковая мука, часть обезжиренная (безжиловая)","cottonseed meal,part defatted (glandless)",1.2,367,49.1,4.77,6.5,38.43,0.0,0.0,504.0,13.35,760.0,1684.0,1869.0,37.0,12.32,0.001,2.26,0.0,2.5,2.217,0.42,4.2860000000000005,0.472,0.8109999999999999,242.0,0.0,242.0,242.0,0.0,0.0,458.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.207,0.861,2.248,0.0,28.35,1 oz,0.0,0,0.0,хлопковая мука,cluster 5
"хлопковый flr, lofat (без головки)","cottonseed flr,lofat (glandless)",6.9,332,49.83,1.41,5.76,36.1,0.0,0.0,474.0,12.58,716.0,1587.0,1761.0,35.0,11.61,1.172,2.129,0.0,2.4,2.089,0.396,4.039,0.445,0.764,228.0,0.0,228.0,228.0,0.0,0.0,432.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.221,0.5770000000000001,0.0,28.35,1 oz,0.0,0,0.0,хлопковая мука,cluster 5
хлопковый флр,cottonseed flr,6.3,359,40.96,6.2,6.0,40.54,3.0,0.0,478.0,12.66,721.0,1597.0,1772.0,35.0,11.69,1.18,2.143,5.6,2.4,2.102,0.399,4.065,0.448,0.769,229.0,0.0,229.0,229.0,0.0,0.0,434.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.588,1.133,2.958,0.0,94.0,1 cup,5.0,1 tbsp,0.0,хлопковая мука,cluster 5
